authorID,supervisorID,confjorID,supervisorsIDs
a24385,s24385,j17640,editor860
a45595,s45595,j13978,editor861
a37665,s37665,j16042,editor862
a95334,s95334,j16309,editor863
a96505,s96505,j14990,editor864
a43125,s43125,j13495,editor865
a34917,s34917,j15402,editor866
a86792,s86792,j13000,editor867
a17359,s17359,j6101,editor868
a97220,s97220,j3715,editor869
a88392,s88392,j17179,editor870
a61946,s61946,j10599,editor871
a80047,s80047,j2555,editor872
a38500,s38500,j15199,editor873
a83266,s83266,j19853,editor874
a13396,s13396,j1702,editor875
a77980,s77980,j424,editor876
a72647,s72647,j5548,editor877
a26677,s26677,c90,chair16
a9454,s9454,j11025,editor878
a21006,s21006,j6972,editor879
a83691,s83691,j19354,editor880
a96549,s96549,j14236,editor881
a69018,s69018,j2965,editor882
a10850,s10850,j1507,editor883
a36204,s36204,j19793,editor884
a49958,s49958,j15617,editor885
a5428,s5428,j16102,editor886
a88584,s88584,j13352,editor887
a84322,s84322,j13991,editor888
a44926,s44926,j7575,editor889
a5581,s5581,j9326,editor890
a10424,s10424,j11683,editor891
a2724,s2724,j7552,editor892
a53234,s53234,j16919,editor893
a71742,s71742,j16343,editor894
a8822,s8822,j5559,editor895
a76909,s76909,j2924,editor896
a57509,s57509,j3243,editor897
a87284,s87284,j9054,editor898
a36879,s36879,j10086,editor899
a65530,s65530,j14468,editor900
a72344,s72344,j1757,editor901
a20996,s20996,j12660,editor902
a21680,s21680,j10441,editor903
a12187,s12187,j9405,editor904
a41551,s41551,j652,editor905
a54355,s54355,j12067,editor906
a60316,s60316,j14655,editor907
a87366,s87366,j2791,editor908
a60660,s60660,j13949,editor909
a17954,s17954,j18325,editor910
a70725,s70725,j12957,editor911
a35462,s35462,j3886,editor912
a49371,s49371,j5784,editor913
a75032,s75032,j7755,editor914
a30854,s30854,j16074,editor915
a39292,s39292,j15905,editor916
a70132,s70132,j14022,editor917
a85293,s85293,j12581,editor918
a78161,s78161,j19341,editor919
a10829,s10829,j10060,editor920
a97895,s97895,j19032,editor921
a25889,s25889,j7799,editor922
a65504,s65504,j544,editor923
a104606,s104606,j11751,editor924
a99627,s99627,j7911,editor925
a58564,s58564,j2339,editor926
a18023,s18023,j1806,editor927
a85871,s85871,j12537,editor928
a77469,s77469,j9641,editor929
a34211,s34211,j4137,editor930
a52207,s52207,j2438,editor931
a92166,s92166,j12406,editor932
a51785,s51785,j10107,editor933
a84524,s84524,j14119,editor934
a8246,s8246,j14507,editor935
a21350,s21350,j18468,editor936
a65194,s65194,j14558,editor937
a52220,s52220,j2685,editor938
a22661,s22661,j11353,editor939
a31387,s31387,j9790,editor940
a78514,s78514,j13795,editor941
a37270,s37270,j3939,editor942
a50429,s50429,j3755,editor943
a80998,s80998,j11851,editor944
a19729,s19729,j19052,editor945
a63538,s63538,j4025,editor946
a37016,s37016,j10649,editor947
a99591,s99591,c212,chair17
a6184,s6184,j7747,editor948
a19261,s19261,j5256,editor949
a99383,s99383,j16575,editor950
a59206,s59206,j7324,editor951
a80873,s80873,j4689,editor952
a75091,s75091,j10497,editor953
a33821,s33821,j474,editor954
a35293,s35293,j18910,editor955
a57551,s57551,j7255,editor956
a102668,s102668,j14054,editor957
a64968,s64968,j16450,editor958
a56542,s56542,j10400,editor959
a82546,s82546,j5753,editor960
a81851,s81851,j2306,editor961
a62191,s62191,j16781,editor962
a16774,s16774,j8926,editor963
a73833,s73833,j591,editor964
a39409,s39409,j11308,editor965
a32153,s32153,j836,editor966
a43859,s43859,j11976,editor967
a85410,s85410,j2117,editor968
a35466,s35466,j3847,editor969
a98756,s98756,j3507,editor970
a83912,s83912,j4299,editor971
a91851,s91851,j12435,editor972
a103935,s103935,j12684,editor973
a102382,s102382,j4944,editor974
a50334,s50334,j16585,editor975
a35190,s35190,j6212,editor976
a16222,s16222,j6522,editor977
a63431,s63431,j1381,editor978
a97293,s97293,j11328,editor979
a15798,s15798,j12847,editor980
a48571,s48571,j367,editor981
a72885,s72885,j6283,editor982
a14556,s14556,j15687,editor983
a99288,s99288,j6448,editor984
a52577,s52577,c219,chair18
a32633,s32633,j8844,editor985
a96521,s96521,j19875,editor986
a42304,s42304,c72,chair19
a70386,s70386,j11712,editor987
a11081,s11081,j2532,editor988
a75853,s75853,j19658,editor989
a39694,s39694,j10455,editor990
a85979,s85979,j15290,editor991
a20197,s20197,j17252,editor992
a19712,s19712,j3176,editor993
a95396,s95396,j14376,editor994
a73320,s73320,j6416,editor995
a48403,s48403,j5585,editor996
a71297,s71297,j4802,editor997
a27918,s27918,j14995,editor998
a78509,s78509,j14222,editor999
a36882,s36882,j4737,editor1000
a15012,s15012,j9767,editor1001
a1880,s1880,j12269,editor1002
a100149,s100149,j597,editor1003
a16624,s16624,j732,editor1004
a9467,s9467,j10333,editor1005
a98245,s98245,j17402,editor1006
a89754,s89754,j12389,editor1007
a66115,s66115,j11610,editor1008
a34606,s34606,j3135,editor1009
a94587,s94587,j1799,editor1010
a29823,s29823,j3208,editor1011
a72057,s72057,j17639,editor1012
a79209,s79209,j16266,editor1013
a87785,s87785,j11026,editor1014
a45324,s45324,j10983,editor1015
a80364,s80364,j12416,editor1016
a44043,s44043,j10710,editor1017
a83212,s83212,j16259,editor1018
a31187,s31187,j2846,editor1019
a75598,s75598,j10076,editor1020
a93284,s93284,j160,editor1021
a72517,s72517,j12861,editor1022
a84570,s84570,j5298,editor1023
a22311,s22311,j15806,editor1024
a100241,s100241,j7523,editor1025
a92245,s92245,j9490,editor1026
a46522,s46522,j7221,editor1027
a66070,s66070,j3460,editor1028
a102323,s102323,j6314,editor1029
a5709,s5709,j6299,editor1030
a38295,s38295,j14401,editor1031
a46222,s46222,j5618,editor1032
a28458,s28458,j12681,editor1033
a89331,s89331,j11271,editor1034
a64474,s64474,j18001,editor1035
a84636,s84636,j7579,editor1036
a4801,s4801,j6690,editor1037
a24065,s24065,j8795,editor1038
a102943,s102943,j3570,editor1039
a103756,s103756,j16535,editor1040
a88541,s88541,j1467,editor1041
a28679,s28679,j627,editor1042
a59837,s59837,j4078,editor1043
a40623,s40623,j14093,editor1044
a98271,s98271,j18087,editor1045
a59681,s59681,j6092,editor1046
a40608,s40608,j5050,editor1047
a28392,s28392,j10777,editor1048
a98920,s98920,j6254,editor1049
a22919,s22919,j8985,editor1050
a16408,s16408,j12097,editor1051
a75005,s75005,j13367,editor1052
a21212,s21212,j11906,editor1053
a9206,s9206,j13675,editor1054
a29628,s29628,j6319,editor1055
a29233,s29233,j19238,editor1056
a101540,s101540,j6344,editor1057
a3282,s3282,j5234,editor1058
a3137,s3137,j1066,editor1059
a39918,s39918,j4747,editor1060
a52341,s52341,c140,chair20
a33894,s33894,j9470,editor1061
a61188,s61188,j9903,editor1062
a20759,s20759,j1108,editor1063
a36220,s36220,j11254,editor1064
a43279,s43279,j13523,editor1065
a36332,s36332,j19874,editor1066
a46383,s46383,j12540,editor1067
a37527,s37527,j7844,editor1068
a92547,s92547,j19911,editor1069
a15815,s15815,j3484,editor1070
a84468,s84468,j13076,editor1071
a96104,s96104,j7594,editor1072
a5759,s5759,j13510,editor1073
a24506,s24506,j1562,editor1074
a40772,s40772,j9288,editor1075
a97982,s97982,j13300,editor1076
a14195,s14195,j19721,editor1077
a38594,s38594,j8681,editor1078
a72734,s72734,j16337,editor1079
a29522,s29522,j4589,editor1080
a45625,s45625,j11757,editor1081
a91876,s91876,j714,editor1082
a56696,s56696,j17668,editor1083
a97260,s97260,j19710,editor1084
a70056,s70056,j18625,editor1085
a78962,s78962,j1658,editor1086
a32055,s32055,j19638,editor1087
a21731,s21731,j19886,editor1088
a39155,s39155,j5855,editor1089
a3434,s3434,j18188,editor1090
a67779,s67779,j2542,editor1091
a14727,s14727,j10539,editor1092
a56990,s56990,j8775,editor1093
a34348,s34348,j16854,editor1094
a105619,s105619,j10654,editor1095
a13075,s13075,j18546,editor1096
a18418,s18418,j1033,editor1097
a90917,s90917,j19200,editor1098
a59210,s59210,j12628,editor1099
a42663,s42663,j14813,editor1100
a54133,s54133,j14582,editor1101
a15938,s15938,j15787,editor1102
a6329,s6329,j12531,editor1103
a75363,s75363,j15795,editor1104
a99346,s99346,j19771,editor1105
a99347,s99347,j14695,editor1106
a48529,s48529,j1341,editor1107
a88507,s88507,j8862,editor1108
a78622,s78622,j12396,editor1109
a13132,s13132,j10896,editor1110
a85012,s85012,j6312,editor1111
a56426,s56426,j11371,editor1112
a97151,s97151,j2005,editor1113
a95523,s95523,j17915,editor1114
a29953,s29953,j3418,editor1115
a103036,s103036,j12107,editor1116
a40853,s40853,j3116,editor1117
a35078,s35078,j2241,editor1118
a19211,s19211,j18555,editor1119
a85963,s85963,j18454,editor1120
a37221,s37221,j2742,editor1121
a72143,s72143,c44,chair21
a8213,s8213,j5683,editor1122
a56297,s56297,j3115,editor1123
a64423,s64423,j15183,editor1124
a8592,s8592,j11028,editor1125
a49006,s49006,j15656,editor1126
a18718,s18718,j136,editor1127
a70424,s70424,j548,editor1128
a46227,s46227,j15767,editor1129
a82390,s82390,j16405,editor1130
a6933,s6933,j216,editor1131
a26561,s26561,j16052,editor1132
a86309,s86309,j15823,editor1133
a84987,s84987,j9168,editor1134
a65918,s65918,j8759,editor1135
a87339,s87339,j11661,editor1136
a13738,s13738,j2761,editor1137
a64909,s64909,j2112,editor1138
a18596,s18596,j14405,editor1139
a22889,s22889,j16747,editor1140
a61020,s61020,j5849,editor1141
a52194,s52194,j19131,editor1142
a91871,s91871,j555,editor1143
a12576,s12576,j11155,editor1144
a44751,s44751,j9133,editor1145
a100440,s100440,j10305,editor1146
a80689,s80689,j16243,editor1147
a47245,s47245,j468,editor1148
a77953,s77953,j5263,editor1149
a102743,s102743,j11750,editor1150
a16725,s16725,j17821,editor1151
a60807,s60807,j6610,editor1152
a100343,s100343,j5390,editor1153
a30381,s30381,j771,editor1154
a64020,s64020,j6420,editor1155
a31273,s31273,j1595,editor1156
a97281,s97281,j16888,editor1157
a38645,s38645,j6005,editor1158
a64872,s64872,j13014,editor1159
a16615,s16615,j19643,editor1160
a23661,s23661,j8890,editor1161
a37857,s37857,j15951,editor1162
a88872,s88872,j15480,editor1163
a35678,s35678,j19977,editor1164
a62381,s62381,j4560,editor1165
a41156,s41156,j18732,editor1166
a95910,s95910,j19657,editor1167
a105806,s105806,j1202,editor1168
a42031,s42031,j9856,editor1169
a63899,s63899,j4323,editor1170
a29199,s29199,j16984,editor1171
a47107,s47107,j7252,editor1172
a65809,s65809,j6899,editor1173
a57733,s57733,c204,chair22
a78577,s78577,j1366,editor1174
a18751,s18751,j7270,editor1175
a98900,s98900,j5898,editor1176
a20992,s20992,j15988,editor1177
a67111,s67111,j3183,editor1178
a59941,s59941,j12768,editor1179
a66119,s66119,j4287,editor1180
a73766,s73766,j16281,editor1181
a17170,s17170,j13154,editor1182
a35129,s35129,j17216,editor1183
a10813,s10813,j6404,editor1184
a36406,s36406,j16371,editor1185
a62927,s62927,j14666,editor1186
a75421,s75421,j868,editor1187
a3027,s3027,j4572,editor1188
a16577,s16577,j13805,editor1189
a81584,s81584,j8946,editor1190
a17136,s17136,j13107,editor1191
a98213,s98213,j3026,editor1192
a35054,s35054,j14115,editor1193
a57311,s57311,j9416,editor1194
a77979,s77979,j17102,editor1195
a73055,s73055,j16062,editor1196
a85003,s85003,j12096,editor1197
a103947,s103947,j4331,editor1198
a74872,s74872,c187,chair23
a59242,s59242,j17761,editor1199
a34351,s34351,j8808,editor1200
a46645,s46645,j3043,editor1201
a60605,s60605,j3049,editor1202
a91812,s91812,j4875,editor1203
a104112,s104112,j2827,editor1204
a15044,s15044,j18413,editor1205
a60024,s60024,j931,editor1206
a101127,s101127,j19019,editor1207
a89166,s89166,j11731,editor1208
a2741,s2741,j265,editor1209
a73138,s73138,j17907,editor1210
a96161,s96161,j9989,editor1211
a80293,s80293,j14176,editor1212
a19294,s19294,j14713,editor1213
a41351,s41351,j4238,editor1214
a15340,s15340,j10752,editor1215
a27958,s27958,j16850,editor1216
a61310,s61310,j13494,editor1217
a31685,s31685,j13531,editor1218
a67661,s67661,j15274,editor1219
a2323,s2323,j1983,editor1220
a81173,s81173,j18875,editor1221
a80814,s80814,j12654,editor1222
a46188,s46188,j14784,editor1223
a100838,s100838,j11483,editor1224
a38113,s38113,j18874,editor1225
a99148,s99148,j14689,editor1226
a22317,s22317,j5754,editor1227
a72180,s72180,j7312,editor1228
a44062,s44062,j849,editor1229
a9122,s9122,j9197,editor1230
a60906,s60906,j362,editor1231
a81191,s81191,j11414,editor1232
a83367,s83367,j11734,editor1233
a57644,s57644,j4340,editor1234
a7520,s7520,j1061,editor1235
a57361,s57361,j14671,editor1236
a342,s342,j17399,editor1237
a67911,s67911,j9325,editor1238
a647,s647,j17557,editor1239
a30127,s30127,j7700,editor1240
a17969,s17969,j245,editor1241
a52382,s52382,j3958,editor1242
a82679,s82679,j19949,editor1243
a86595,s86595,j10773,editor1244
a1370,s1370,j14760,editor1245
a22824,s22824,j10635,editor1246
a95874,s95874,j3453,editor1247
a103103,s103103,j16948,editor1248
a64821,s64821,j14292,editor1249
a91201,s91201,j6375,editor1250
a49622,s49622,j11381,editor1251
a4608,s4608,j13951,editor1252
a11192,s11192,j15915,editor1253
a10744,s10744,j1941,editor1254
a99630,s99630,j990,editor1255
a57447,s57447,j9047,editor1256
a96730,s96730,j14844,editor1257
a59007,s59007,j899,editor1258
a89999,s89999,j5191,editor1259
a6151,s6151,j10364,editor1260
a10997,s10997,j6363,editor1261
a12298,s12298,j5096,editor1262
a104902,s104902,j12809,editor1263
a4906,s4906,j2954,editor1264
a28872,s28872,j10693,editor1265
a51981,s51981,j19769,editor1266
a100463,s100463,j9708,editor1267
a3469,s3469,j15262,editor1268
a9149,s9149,j10228,editor1269
a100748,s100748,j2298,editor1270
a12111,s12111,j18818,editor1271
a68728,s68728,j13230,editor1272
a33562,s33562,j19020,editor1273
a20590,s20590,j14882,editor1274
a95550,s95550,j2721,editor1275
a66274,s66274,j14123,editor1276
a1107,s1107,j10620,editor1277
a63240,s63240,j12182,editor1278
a78696,s78696,j152,editor1279
a8325,s8325,j7265,editor1280
a40272,s40272,j4496,editor1281
a58988,s58988,j3641,editor1282
a83167,s83167,j13790,editor1283
a41963,s41963,j8779,editor1284
a20531,s20531,j12618,editor1285
a50433,s50433,j14883,editor1286
a66498,s66498,j14385,editor1287
a92829,s92829,j5562,editor1288
a94504,s94504,j9082,editor1289
a63457,s63457,j3156,editor1290
a45757,s45757,j17560,editor1291
a186,s186,j1866,editor1292
a44034,s44034,j1412,editor1293
a37862,s37862,j2316,editor1294
a4196,s4196,j2551,editor1295
a33940,s33940,j14544,editor1296
a9922,s9922,j11658,editor1297
a103948,s103948,j15993,editor1298
a16962,s16962,j15202,editor1299
a69637,s69637,j2092,editor1300
a77155,s77155,j12434,editor1301
a86142,s86142,j5728,editor1302
a51830,s51830,j1007,editor1303
a102755,s102755,j12967,editor1304
a105251,s105251,j2908,editor1305
a103887,s103887,j6987,editor1306
a104500,s104500,j17334,editor1307
a19548,s19548,j10510,editor1308
a32102,s32102,j3101,editor1309
a99307,s99307,j6268,editor1310
a33965,s33965,j2785,editor1311
a60821,s60821,j11376,editor1312
a24163,s24163,j13866,editor1313
a34122,s34122,j8713,editor1314
a90846,s90846,j18273,editor1315
a92543,s92543,j11583,editor1316
a42985,s42985,j6466,editor1317
a54427,s54427,j18314,editor1318
a93155,s93155,j8801,editor1319
a7924,s7924,j3134,editor1320
a11535,s11535,j4437,editor1321
a70629,s70629,j13728,editor1322
a98595,s98595,j9962,editor1323
a17560,s17560,j4748,editor1324
a104346,s104346,j13074,editor1325
a75760,s75760,j3967,editor1326
a71433,s71433,j14328,editor1327
a34514,s34514,j19257,editor1328
a29128,s29128,j15769,editor1329
a39573,s39573,j2198,editor1330
a76659,s76659,j8046,editor1331
a2371,s2371,j5531,editor1332
a37121,s37121,j882,editor1333
a14967,s14967,j1181,editor1334
a48035,s48035,j3760,editor1335
a54263,s54263,j13307,editor1336
a47748,s47748,j2022,editor1337
a42212,s42212,j16017,editor1338
a4195,s4195,j6237,editor1339
a73134,s73134,j10378,editor1340
a50024,s50024,j12003,editor1341
a55945,s55945,j15465,editor1342
a29747,s29747,j12077,editor1343
a42005,s42005,j10063,editor1344
a16657,s16657,c183,chair24
a102129,s102129,j19136,editor1345
a97650,s97650,j18530,editor1346
a75056,s75056,j5542,editor1347
a73240,s73240,j17372,editor1348
a45529,s45529,j17972,editor1349
a27929,s27929,j17978,editor1350
a44080,s44080,j17640,editor1351
a6980,s6980,j13978,editor1352
a655,s655,j16042,editor1353
a79229,s79229,j16309,editor1354
a52138,s52138,j14990,editor1355
a15100,s15100,j13495,editor1356
a42409,s42409,j15402,editor1357
a9482,s9482,j13000,editor1358
a82068,s82068,j6101,editor1359
a19765,s19765,j3715,editor1360
a55174,s55174,j17179,editor1361
a39337,s39337,j10599,editor1362
a96182,s96182,j2555,editor1363
a37217,s37217,j15199,editor1364
a21368,s21368,j19853,editor1365
a101270,s101270,j1702,editor1366
a18478,s18478,j424,editor1367
a75713,s75713,j5548,editor1368
a84665,s84665,c90,chair25
a74513,s74513,j11025,editor1369
a55925,s55925,j6972,editor1370
a33605,s33605,j19354,editor1371
a95476,s95476,j14236,editor1372
a53334,s53334,j2965,editor1373
a8074,s8074,j1507,editor1374
a60425,s60425,j19793,editor1375
a37316,s37316,j15617,editor1376
a1738,s1738,j16102,editor1377
a55471,s55471,j13352,editor1378
a29682,s29682,j13991,editor1379
a264,s264,j7575,editor1380
a97235,s97235,j9326,editor1381
a29366,s29366,j11683,editor1382
a46879,s46879,j7552,editor1383
a39731,s39731,j16919,editor1384
a17524,s17524,j16343,editor1385
a86958,s86958,j5559,editor1386
a57037,s57037,j2924,editor1387
a80031,s80031,j3243,editor1388
a100557,s100557,j9054,editor1389
a48439,s48439,j10086,editor1390
a74551,s74551,j14468,editor1391
a9869,s9869,j1757,editor1392
a34292,s34292,j12660,editor1393
a89911,s89911,j10441,editor1394
a42038,s42038,j9405,editor1395
a95410,s95410,j652,editor1396
a103303,s103303,j12067,editor1397
a3054,s3054,j14655,editor1398
a48832,s48832,j2791,editor1399
a49507,s49507,j13949,editor1400
a11040,s11040,j18325,editor1401
a64859,s64859,j12957,editor1402
a30258,s30258,j3886,editor1403
a40651,s40651,j5784,editor1404
a38796,s38796,j7755,editor1405
a57809,s57809,j16074,editor1406
a87040,s87040,j15905,editor1407
a9526,s9526,j14022,editor1408
a20947,s20947,j12581,editor1409
a35826,s35826,j19341,editor1410
a45193,s45193,j10060,editor1411
a49243,s49243,j19032,editor1412
a89171,s89171,j7799,editor1413
a9801,s9801,j544,editor1414
a59519,s59519,j11751,editor1415
a82893,s82893,j7911,editor1416
a29174,s29174,j2339,editor1417
a7547,s7547,j1806,editor1418
a55056,s55056,j12537,editor1419
a7578,s7578,j9641,editor1420
a75142,s75142,j4137,editor1421
a97879,s97879,j2438,editor1422
a46206,s46206,j12406,editor1423
a91113,s91113,j10107,editor1424
a91700,s91700,j14119,editor1425
a42509,s42509,j14507,editor1426
a72345,s72345,j18468,editor1427
a22239,s22239,j14558,editor1428
a27498,s27498,j2685,editor1429
a77843,s77843,j11353,editor1430
a5144,s5144,j9790,editor1431
a1478,s1478,j13795,editor1432
a47772,s47772,j3939,editor1433
a33331,s33331,j3755,editor1434
a74018,s74018,j11851,editor1435
a38535,s38535,j19052,editor1436
a6048,s6048,j4025,editor1437
a45123,s45123,j10649,editor1438
a78638,s78638,c212,chair26
a78654,s78654,j7747,editor1439
a87865,s87865,j5256,editor1440
a97300,s97300,j16575,editor1441
a2694,s2694,j7324,editor1442
a40447,s40447,j4689,editor1443
a60557,s60557,j10497,editor1444
