topicID,topicName
t1337,Indexing (of information)
t1338,Sampling
t1339,Scalability
t1340,Cast in place concrete
t1341,Formic acid
t1342,Collision predicting
t1343,Common models
t1344,Condition
t1345,Surface reactions
t1346,"Absorptiometry, Photon"
t1347,Bone Density
t1348,Gallium nitride
t1349,Gelation
t1350,Free radicals
t1351,Manganese compounds
t1352,Desulfurization
t1353,Electric field measurement
t1354,Profilometry
t1355,Depth measurements
t1356,Depth models
t1357,Acid Rain
t1358,Environmental Monitoring
t1359,Obstetrics
t1360,Application programs
t1361,Computer software portability
t1362,acetaldehyde
t1363,alkane
t1364,ketone
t1365,Power electronics
t1366,Real time systems
t1367,Acoustic variables measurement
t1368,Acoustic wave transmission
t1369,Cloud chambers
t1370,Energy dissipation
t1371,Local search (optimization)
t1372,"Genes, Bacterial"
t1373,Controlled drug delivery
t1374,Emulsification
t1375,Enzymes
t1376,Giant magnetoresistance
t1377,Hard disk storage
t1378,Silicon
t1379,alcohol
t1380,aldehyde
t1381,Dengkou
t1382,Hetao
t1383,Honeycomb structures
t1384,Repair
t1385,Structural properties
t1386,Carbon footprint
t1387,Electric inductors
t1388,Fuel Cells
t1389,Fuels
t1390,Industrial emissions
t1391,Ecosystems
t1392,Estimation
t1393,Cost functions
t1394,Cyclone separators
t1395,Ducts
t1396,Acceleration measurement
t1397,Accelerometers
t1398,Character recognition
t1399,Memory architecture
t1400,Abrasion
t1401,Eutectics
t1402,Hazardous materials
t1403,Location
t1404,Location based services
t1405,Privacy-preserving techniques
t1406,Elasticity
t1407,Frequency response
t1408,green fluorescent protein
t1409,bioenergy
t1410,central nervous system
t1411,Japan
t1412,Deposition
t1413,Microwaves
t1414,Digestion
t1415,Docosahexaenoic Acids
t1416,Industrial research
t1417,Cladosporium
t1418,Oxides
t1419,Cooling water
t1420,"Membranes, Artificial"
t1421,Phenols
t1422,Atmospheric temperature
t1423,Catchments
t1424,3D faces
t1425,Application scenario
t1426,Electric network parameters
t1427,Excimer lasers
t1428,Aquatic ecosystems
t1429,Aquatic organisms
t1430,Biochemistry
t1431,Cold Temperature
t1432,Electrodeposition
t1433,Fused salts
t1434,Commerce
t1435,Polynomials
t1436,Undirected graphs
t1437,Acyclic graphs
t1438,Arsenic
t1439,Arsenic Poisoning
t1440,"Biodegradation, Environmental"
t1441,Air preheaters
t1442,Boilers
t1443,Cephalosporins
t1444,"Drug Resistance, Microbial"
t1445,Fins (heat exchange)
t1446,Heat flux
t1447,Heat transfer coefficients
t1448,Humidity
t1449,Structural design
t1450,Tubular steel structures
t1451,alkyne
t1452,bromide
t1453,iodide
t1454,alcohol consumption
t1455,anxiety
t1456,Aquatic Organisms
t1457,Butadiene
t1458,Adverse Outcome Pathways
t1459,Biological Transport
t1460,Automatic guided vehicles
t1461,Acetylcholinesterase
t1462,Colorimetry
t1463,Dichlorvos
t1464,Failure analysis
t1465,Biofuels
t1466,K-means clustering
t1467,Bainite
t1468,Astrophysics
t1469,Binaries:eclipsing
t1470,Medical imaging
t1471,Adaptive pretraining
t1472,Hydration
t1473,Composite materials
t1474,Electrolytes
t1475,Esters
t1476,Tabu search
t1477,Distributed heterogeneous
t1478,Diesel engines
t1479,Annealing
t1480,Argon
t1481,Selenium
t1482,Global optimization
t1483,Formaldehyde
t1484,Probability distributions
t1485,Cyclic voltammetry
t1486,Electrolytic reduction
t1487,Bays
t1488,Bioanalysis
t1489,Building blockes
t1490,Covalent organic frameworks
t1491,Android (operating system)
t1492,Mobile security
t1493,Android malware
t1494,Computational methods
t1495,Erosion
t1496,Plates (structural components)
t1497,Chemical industry
t1498,Environmental technology
t1499,Bars (metal)
t1500,Adaptation methods
t1501,Domain adaptation
t1502,Features extraction
t1503,Nitrogen oxides
t1504,Agriculture industries
t1505,Large dataset
t1506,Challenge
t1507,Altyn Tagh Fault Zone
t1508,Qaidam Basin
t1509,Grain size and shape
t1510,Mean square error
t1511,Electrodialysis
t1512,Coal combustion
t1513,Actuators
t1514,Brakes
t1515,Density (specific gravity)
t1516,Ferroelectric devices
t1517,Ferroelectric materials
t1518,Rubber
t1519,Aromatic compounds
t1520,Band structure
t1521,biomass
t1522,forest ecosystem
t1523,forest soil
t1524,Acids
t1525,Fatty acids
t1526,Fermentation
t1527,Energy management
t1528,Ecosystem
t1529,Gas hydrates
t1530,Batch data processing
t1531,Industrial chemicals
t1532,Chromium alloys
t1533,Hydrocarbons
t1534,Petroleum
t1535,Dielectric devices
t1536,Scheduling algorithms
t1537,Bi-level optimization
t1538,Carrier concentration
t1539,Exfoliation (materials science)
t1540,Investments
t1541,Yield stress
t1542,Gas permeable membranes
t1543,Electric discharges
t1544,Alarm systems
t1545,Electric power systems
t1546,Electric rectifiers
t1547,Shanghai
t1548,Cerenkov counters
t1549,Chlorine
t1550,Fly ash
t1551,Rain
t1552,Fiber Bragg gratings
t1553,Anti-Inflammatory Agents
t1554,Ethanol
t1555,Emulsions
t1556,Optical fibers
t1557,Argentina
t1558,Brazil
t1559,Chile
t1560,Heating temperature
t1561,Nickel
t1562,Nickel alloys
t1563,Electric current distribution measurement
t1564,Error detection
t1565,Air Pollutants
t1566,Air Pollution
t1567,Electron scattering
t1568,Magnetohydrodynamics
t1569,Acoustic Stimulation
t1570,Auditory Threshold
t1571,Cochlea
t1572,Composite beams and girders
t1573,Hybrid materials
t1574,Asteroseismological analysis
t1575,Common source
t1576,Follow up
t1577,Bending moments
t1578,Blue shift
t1579,Ionization
t1580,Cosmology
t1581,Momentum
t1582,Oscillating flow
t1583,Viscosity of liquids
t1584,Arches
t1585,Compaction
t1586,Glycoproteins
t1587,Neurodegenerative diseases
t1588,Nuclear magnetic resonance spectroscopy
t1589,Charge transfer
t1590,Cosine transforms
t1591,Nonlinear systems
t1592,acute heart infarction
t1593,Zhejiang
t1594,Glomerular disease
t1595,Housing
t1596,Compressed air
t1597,Deforestation
t1598,Oncology
t1599,Proteins
t1600,ac 862
t1601,Equations of state
t1602,Heterojunction bipolar transistors
t1603,GPS
t1604,image processing
t1605,modeling
t1606,Image retrieval
t1607,Cooperative communication
t1608,Satellites
t1609,Bubble columns
t1610,Bubble formation
t1611,Bacillus cereus
t1612,Color
t1613,Cross-organizational
t1614,Cross-organizational cooperative R&D two-way collaboration
t1615,Difference coefficients
t1616,aluminum potassium sulfate
t1617,aromatic hydrocarbon receptor
t1618,cyclooxygenase 2
t1619,Ball milling
t1620,Electronic Waste
t1621,Flotation
t1622,Adaptive cruise control
t1623,Continuum mechanics
t1624,Partial differential equations
t1625,Tianjin
t1626,Floods
t1627,Chengdu
t1628,Stochastic control systems
t1629,Stochastic systems
t1630,Desorption
t1631,Optoelectronic devices
t1632,Single crystals
t1633,Portland cement
t1634,Radioactive wastes
t1635,Agricultural machinery
t1636,Compressed air energy storage
t1637,Pressure vessels
t1638,Lanthanum
t1639,conceptual framework
t1640,cultural relations
t1641,Graphical user interfaces
t1642,Copper alloys
t1643,Integrated circuit interconnects
t1644,Stress analysis
t1645,Clinical research
t1646,Control theory
t1647,Nanosatellites
t1648,Earthquake effects
t1649,Excited states
t1650,Dislocations (crystals)
t1651,Hardening
t1652,Irradiation
t1653,Electromyography
t1654,Fingers
t1655,Ellagic acid
t1656,Fluorescence quenching
t1657,Heterojunctions
t1658,Network security
t1659,Random processes
t1660,Sensitive data
t1661,Centrifugation
t1662,Advection
t1663,Clinical Competence
t1664,"Education, Medical"
t1665,Decarbonization
t1666,Fatigue testing
t1667,Groundwater resources
t1668,Recharging (underground waters)
t1669,Snow
t1670,Yangtze Delta
t1671,Markov processes
t1672,breakthrough curve
t1673,data interpretation
t1674,fractured medium
t1675,Controlled-drainage
t1676,Fuzzy Logic
t1677,Tengchong Volcanic Field
t1678,Yunnan
t1679,Abstracting
t1680,Boundary value problems
t1681,Cylinders (shapes)
t1682,Eigenvalues and eigenfunctions
t1683,Glioblastoma
t1684,Glioma
t1685,Hubei
t1686,Wuhan
t1687,Aromatization
t1688,Offshore oil well production
t1689,Offshore structures
t1690,accessibility
t1691,Interferometers
t1692,Refractive index
t1693,Molybdenum compounds
t1694,Job analysis
t1695,Problem solving
t1696,Robot programming
t1697,chaperonin 60
t1698,CHCHD3 protein
t1699,LRPPRC protein
t1700,Amylases
t1701,Cloning
t1702,Luding
t1703,Electromagnetic pulse
t1704,Electromagnetic shielding
t1705,ALK7 protein
t1706,complementary DNA
t1707,glucose
t1708,Cameras
t1709,Quantum Hall effect
t1710,Computer aided manufacturing
t1711,Automatic target recognition
t1712,Azo Compounds
t1713,Coloring Agents
t1714,Abbreviated Injury Scale
t1715,Monte Carlo methods
t1716,Carotid Arteries
t1717,Energy transfer
t1718,Anthropometry
t1719,Fujian
t1720,Wuyishan Nature Reserve
t1721,alpha fetoprotein
t1722,antivirus agent
t1723,Flexible electronics
t1724,Biodegradable polymers
t1725,Quantum cryptography
t1726,Quantum optics
t1727,Biomechanical Phenomena
t1728,Cadaver
t1729,Three Gorges Dam
t1730,Compression performance
t1731,Boltzmann equation
t1732,3d-modeling
t1733,Electric space charge
t1734,HVDC power transmission
t1735,Jinan [Shandong]
t1736,Tactile sensors
t1737,Development flow
t1738,Glycyrrhetinic Acid
t1739,Calcite
t1740,Calcium carbonate
t1741,Biomimetic Materials
t1742,Peptides
t1743,Brain Mapping
t1744,Consciousness
t1745,Cobalt alloys
t1746,Magnetic materials
t1747,Infrared devices
t1748,Computational chemistry
t1749,Navier Stokes equations
t1750,Particle size
t1751,3D analysis
t1752,Absorption fluctuations
t1753,Catalog
t1754,Isomers
t1755,Molecular orbitals
t1756,Ohmic contacts
t1757,Nanostructures
t1758,Fourier transform infrared spectroscopy
t1759,Centrifuges
t1760,Deposits
t1761,Condensation
t1762,Domestic appliances
t1763,Smart power grids
t1764,Macromolecules
t1765,Medical applications
t1766,Bevel gears
t1767,Microelectronics
t1768,Query languages
t1769,Iron-based Superconductors
t1770,C reactive protein
t1771,creatinine
t1772,interleukin 6
t1773,Job satisfaction
t1774,Office buildings
t1775,age distribution
t1776,aged
t1777,Geologic Sediments
t1778,Microbiota
t1779,Heptane
t1780,Ignition
t1781,organic matter
t1782,reagent
t1783,Flood control
t1784,Bacillaceae
t1785,Three dimensional displays
t1786,Ethanolamines
t1787,Blood
t1788,Coercive force
t1789,Matrix factorization
t1790,Pattern recognition
t1791,Fatigue damage
t1792,Residual stresses
t1793,Submerged arc welding
t1794,Buoyancy
t1795,Aluminum alloy components
t1796,Anaerobiosis
t1797,"Bacteria, Anaerobic"
t1798,Qinghai
t1799,Xining
t1800,Air transportation
t1801,Biological materials
t1802,Organic acids
t1803,Absorbing structure
t1804,Absorption performance
t1805,Electromagnetic-thermo-mechanical coupling
t1806,Finite volume method
t1807,Fourier analysis
t1808,Fourier transforms
t1809,Aluminum nitride
t1810,Brillouin scattering
t1811,Continuous wave lasers
t1812,Cementing (shafts)
t1813,Seismology
t1814,Hydraulic equipment
t1815,Model reference adaptive control
t1816,Pneumatic actuators
t1817,Fiber reinforced plastics
t1818,Biocatalysis
t1819,Organic Chemicals
t1820,Charcoal
t1821,Environmental Pollution
t1822,License plates (automobile)
t1823,Motion compensation
t1824,Machine tools
t1825,Galerkin methods
t1826,Heavy metals
t1827,Leaching
t1828,Electronics industry
t1829,Anisotropy
t1830,Anisotropic-graph neural network
t1831,Computer aided software engineering
t1832,Array
t1833,Antineoplastic Agents
t1834,California
t1835,United States
t1836,England
t1837,Finland
t1838,France
t1839,Electrocatalysts
t1840,Drug delivery
t1841,Electric transformer testing
t1842,Molecules
t1843,Alkalies
t1844,Polymers
t1845,Data collection
t1846,Decision support systems
t1847,System theory
t1848,Bibliometric
t1849,Electronic commerce
t1850,Food products
t1851,Loading
t1852,Pebble bed reactors
t1853,Thorium
t1854,B7-H1 Antigen
t1855,CD8-Positive T-Lymphocytes
t1856,Colorectal Neoplasms
t1857,Frequency stability
t1858,Modal analysis
t1859,Rigid structures
t1860,Rigidity
t1861,Biological Assay
t1862,"DNA, Bacterial"
t1863,Gold
t1864,Agglomeration
t1865,Amines
t1866,Calcium Carbonate
t1867,economic growth
t1868,industrial structure
t1869,Commercial vehicles
t1870,anthropometric parameters
t1871,heterogeneity
t1872,research
t1873,Steel fibers
t1874,Tubes (components)
t1875,Hydrophilicity
t1876,Ion beams
t1877,Ion sources
t1878,Contact resistance
t1879,Corrosion resistant coatings
t1880,Film preparation
t1881,Algae
t1882,Atmospheric humidity
t1883,Carboxylic acids
t1884,Cellulose Derivatives
t1885,Elastomers
t1886,Information use
t1887,Encrypted traffic
t1888,Hierarchical features
t1889,Hierarchical network
t1890,Oxygen
t1891,Solar concentrators
t1892,Light emitting diodes
t1893,Career paths
t1894,Chinese universities
t1895,Ocean structures
t1896,Oceanography
t1897,Network layers
t1898,Biomass
t1899,Railroad cars
t1900,Railroad tracks
t1901,Fast frequency response
t1902,Frequency dynamics
t1903,Frequency management
t1904,Fission products
t1905,Information theory
t1906,Air purification
t1907,Exergy
t1908,Computer aided design
t1909,Amyotrophic Lateral Sclerosis
t1910,Bending strength
t1911,Electric Power Supplies
t1912,Co-occurrence
t1913,Comorbidities
t1914,Cross-lagged panel design
t1915,Seismic design
t1916,Gansu
t1917,Henan
t1918,"DNA, Catalytic"
t1919,Integrated circuit design
t1920,Flocculation
t1921,Battery storage
t1922,Visualization
t1923,Annotation
t1924,Filled polymers
t1925,Fire hazards
t1926,Hong Kong
t1927,competitiveness
t1928,Anesthesiology
t1929,Crystal impurities
t1930,Laser ablation
t1931,Ion mobility spectrometers
t1932,Spectrometry
t1933,Software testing
t1934,Tanzania
t1935,Macau
t1936,Urban planning
t1937,communication
t1938,Disease control
t1939,Equipment Design
t1940,Hematocrit
t1941,Microfluidics
t1942,Data Compression
t1943,Language
t1944,Granular materials
t1945,Fatigue crack propagation
t1946,Alginate
t1947,Ecodesign
t1948,agricultural management
t1949,agricultural modeling
t1950,crop performance
t1951,Electron transitions
t1952,Axial flow
t1953,Combustors
t1954,Detonation
t1955,Heat conduction
t1956,Engines
t1957,Asteroids
t1958,Microgravity processing
t1959,Asteroid exploration
t1960,Jets
t1961,Trajectories
t1962,Breakup mechanisms
t1963,Phase diagrams
t1964,Expansion
t1965,Two phase flow
t1966,Datapoints
t1967,Biofouling
t1968,Degradation state
t1969,Degradation state detection
t1970,Shock waves
t1971,Spontaneous combustion
t1972,Glycerol
t1973,Silica
t1974,Conductive materials
t1975,Displays
t1976,Emission
t1977,Recycling
t1978,Tensile strength
t1979,Heat resistance
t1980,Molecular dynamics
t1981,Carbon neutralities
t1982,Digital mechanism
t1983,Design for testability
t1984,Cartilage
t1985,Circular waveguides
t1986,Curve fitting
t1987,Monolithic integrated circuits
t1988,Si-Ge alloys
t1989,Silicon wafers
t1990,Slip forming
t1991,Viscoelasticity
t1992,Balance model
t1993,Impedance matching (electric)
t1994,Morphology
t1995,Mating surfaces
t1996,aerobic exercise
t1997,body composition
t1998,body fat percentage
t1999,Differential equations
t2000,Brines
t2001,Energy conversion efficiency
t2002,Oil well logging
t2003,Asset management
t2004,Data Analytics
t2005,Energy resources
t2006,Frictional heat
t2007,High Speed
t2008,History
t2009,Chinese bronze
t2010,Functionally graded materials
t2011,Metallic matrix composites
t2012,Graphite electrodes
t2013,Chemical-reaction optimizations
t2014,Cost-aware
t2015,Cesium
t2016,Compliance control
t2017,Game theory
t2018,Electrolytic capacitors
t2019,cre recombinase
t2020,fibronectin
t2021,lentivirus vector
t2022,Ceramic membranes
t2023,Control rods
t2024,Hydraulics
t2025,Water hammer
t2026,Classifiers
t2027,Doppler effect
t2028,Image analysis
t2029,Metal analysis
t2030,Electric load flow
t2031,Containment vessels
t2032,Effluent treatment
t2033,Condition based maintenance
t2034,Railroad transportation
t2035,Amorphous carbon
t2036,ASHRAE standards
t2037,Multiobjective optimization
t2038,Solid oxide fuel cells (SOFC)
t2039,Modeling languages
t2040,Quantum communication
t2041,Electrochemical properties
t2042,Fractal dimension
t2043,Coriolis force
t2044,Gas turbines
t2045,Coal fired boilers
t2046,Digital forensics
t2047,Exponential functions
t2048,Activation functions
t2049,Polynomial approximation
t2050,Signal to noise ratio
t2051,Convex approximation
t2052,Access control
t2053,Bond length
t2054,Catalytic oxidation
t2055,Fuzzy inference
t2056,Time varying control systems
t2057,Alkalinity
